plate	well	content	hd3_id	fbgn	gene_symbol	hd3plate	hd3well	hd3content	hd3query_id	hd3fbgn	hd3gene	id
CTRL2	K17	sample	HD3112875	FBgn0024977	vilya	1034	B21	probe	HD3112875_1	FBgn0024977	CG2709	15233
CTRL2	K18	sample	HD3203420	FBgn0028484	Ack	2009	J24	probe	FBgn0028484_cr2	FBgn0028484	Ack	15234
CTRL2	K19	sample	HD3210130	FBgn0039479	CG14257	2027	I4	probe	FBgn0039479_cr2	FBgn0039479	CG14257	15235
CTRL2	K20	sample	HD3204043	FBgn0038145	Droj2	2011	B21	probe	FBgn0038145_cr1	FBgn0038145	Droj2	15236
CTRL2	K21	sample	HD3203986	FBgn0024329	Mekk1	2011	I4	probe	FBgn0024329_cr5	FBgn0024329	Mekk1	15237
CTRL2	K22	sample	HD3204826	FBgn0033205	CG2064	2013	F3	probe	FBgn0033205_cr4	FBgn0033205	CG2064	15238
CTRL2	K23	sample	HD3101522	FBgn0020255	Ran	1004	N20	probe	FBgn0020255_cr2	FBgn0020255	Ran	15239
CTRL2	K24	sample	HD3101247	FBgn0032596	Prosbeta4	1004	O21	probe	FBgn0032596_cr2	FBgn0032596	Prosbeta4	15240
CTRL2	L1	sample	HD3213785	FBgn0052432	CG32432	2036	J18	probe	HD3213785_1	FBgn0052432	CG32432	15241
CTRL2	L2	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15242
CTRL2	L3	sample	HD3102841	FBgn0000319	Chc	1008	I18	probe	FBgn0000319_cr4	FBgn0000319	Chc	15243
CTRL2	L4	sample	HD3112313	FBgn0030823	CG8918	1033	E1	probe	FBgn0030823_cr3	FBgn0030823	CG8918	15244
CTRL2	L5	sample	HD3201220	FBgn0003041	pbl	2004	K15	probe	FBgn0003041_cr4	FBgn0003041	pbl	15245
CTRL2	L6	sample	HD3100390	FBgn0020412	JIL-1	1002	A11	probe	FBgn0020412_cr7	FBgn0020412	JIL-1	15246
CTRL2	L7	sample	HD3102459	FBgn0037280	CG1126	1007	I22	probe	FBgn0037280_cr2	FBgn0037280	CG1126	15247
CTRL2	L8	sample	HD3202459	FBgn0037280	CG1126	2007	I22	probe	FBgn0037280_cr5	FBgn0037280	CG1126	15248
CTRL2	L9	sample	HD3106658	FBgn0010651	MFS14	1018	E20	probe	FBgn0010651_cr4	FBgn0010651	MFS14	15249
CTRL2	L10	sample	HD3106747	FBgn0260756	CG42554	1018	F5	probe	FBgn0260756_cr2	FBgn0260756	CG42554	15250
CTRL2	L11	sample	HD3203313	FBgn0035236	CG12004	2009	J1	probe	FBgn0035236_cr3	FBgn0035236	CG12004	15251
CTRL2	L12	sample	HD3101447	FBgn0003118	pnt	1004	B14	probe	FBgn0003118_cr1	FBgn0003118	pnt	15252
CTRL2	L13	sample	HD3101447	FBgn0003118	pnt	1004	B14	probe	FBgn0003118_cr1	FBgn0003118	pnt	15253
CTRL2	L14	sample	HD3202321	FBgn0260987	vtd	2007	C9	probe	FBgn0260987_cr1	FBgn0260987	vtd	15254
CTRL2	L15	sample	HD3200185	FBgn0000117	arm	2001	O10	probe	FBgn0000117_cr4	FBgn0000117	arm	15255
CTRL2	L16	sample	HD3204872	FBgn0029123	SoxN	2013	L23	probe	FBgn0029123_cr1	FBgn0029123	SoxN	15256
CTRL2	L17	sample	HD3206615	FBgn0003366	sev	2018	O5	probe	FBgn0003366_cr5	FBgn0003366	sev	15257
CTRL2	L18	sample	HD3208682	FBgn0035791	CG8539	2023	H11	probe	FBgn0035791_cr2	FBgn0035791	CG8539	15258
CTRL2	L19	sample	HD3100369	FBgn0028689	Rpn6	1001	N18	probe	FBgn0028689_cr3	FBgn0028689	Rpn6	15259
CTRL2	L20	sample	HD3201242	FBgn0003079	Raf	2004	O11	probe	FBgn0003079_cr1	FBgn0003079	phl	15260
CTRL2	L21	sample	HD3111133	FBgn0030614	CG9072	1029	P18	probe	FBgn0030614_cr1	FBgn0030614	CG9072	15261
CTRL2	L22	sample	HD3106354	FBgn0037332	Hcs	1017	D11	probe	FBgn0015402_cr1	FBgn0015402	ksr	15262
CTRL2	L23	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15263
CTRL2	L24	sample	HD3201447	FBgn0003118	pnt	2004	B14	probe	FBgn0003118_cr3	FBgn0003118	pnt	15264
CTRL2	M1	sample	HD3102122	FBgn0027868	Nup107	1006	B19	probe	FBgn0027868_cr2	FBgn0027868	Nup107	15265
CTRL2	M2	sample	HD3200434	FBgn0010222	Nmdmc	2002	I3	probe	FBgn0014018_cr2	FBgn0014018	Rel	15266
CTRL2	M3	sample	HD3200192	FBgn0002044	swm	2001	O24	probe	FBgn0002044_cr2	FBgn0002044	swm	15267
CTRL2	M4	sample	HD3205978	FBgn0003256	rl	2016	F3	probe	FBgn0003256_cre3	FBgn0003256	rl	15268
CTRL2	M5	sample	HD3213985	FBgn0033990	CG10265	2037	K10	probe	HD3213985_1	FBgn0033990	CG10265	15269
CTRL2	M6	sample	HD3211052	FBgn0011273	Acam	2029	B24	probe	HD3211052_1	FBgn0011273&FBgn0039374	Acam	15270
CTRL2	M7	sample	HD3208469	FBgn0001230	Hsp68	2023	C17	probe	FBgn0001230_cr1	FBgn0001230	Hsp68	15271
CTRL2	M8	sample	HD3111920	FBgn0038049	CG5844	1032	C7	probe	FBgn0038049_cr4	FBgn0038049	CG5844	15272
CTRL2	M9	sample	HD3109369	FBgn0037838	CG4089	1025	I18	probe	FBgn0037838_cr4	FBgn0037838	CG4089	15273
CTRL2	M10	sample	HD3100032	FBgn0041191	Rheb	1001	E15	probe	FBgn0041191_cr6	FBgn0041191	Rheb	15274
CTRL2	M11	sample	HD3202211	FBgn0053158	CG33158	2006	B6	probe	FBgn0260388_cr4	FBgn0260388	CG42514	15275
CTRL2	M12	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15276
CTRL2	M13	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15277
CTRL2	M14	sample	HD3208361	FBgn0003209	raw	2022	B18	probe	FBgn0003209_cr6	FBgn0003209	raw	15278
CTRL2	M15	sample	HD3101293	FBgn0032348	CG4751	1004	G18	probe	FBgn0032348_cr1	FBgn0032348	CG4751	15279
CTRL2	M16	sample	HD3109492	FBgn0261404	CG45781	1025	N23	probe	FBgn0261404_cre1	FBgn0261404	NA	15280
CTRL2	M17	sample	HD3206377	FBgn0015623	Cpr	2017	H9	probe	FBgn0015623_cr3	FBgn0015623	Cpr	15281
CTRL2	M18	sample	HD3204871	FBgn0086706	pix	2013	L21	probe	FBgn0086706_cr3	FBgn0086706	pix	15282
CTRL2	M19	sample	HD3112299	FBgn0034692	CG13502	1033	A21	probe	FBgn0034692_cr1	FBgn0034692	CG13502	15283
CTRL2	M20	sample	HD3204656	FBgn0037808	Bruce	2013	G23	probe	FBgn0037808_cr14	FBgn0037808	NA	15284
CTRL2	M21	sample	HD3204696	FBgn0026060	Mipp2	2013	O7	probe	FBgn0029840_cr1	FBgn0029840	raptor	15285
CTRL2	M22	sample	HD3104298	FBgn0000490	dpp	1012	M3	probe	FBgn0000490_cr1	FBgn0000490	dpp	15286
CTRL2	M23	sample	HD3213084	FBgn0085236	CG34207	2035	E7	probe	HD3213084_1	FBgn0085236	CG34207	15287
CTRL2	M24	sample	HD3206964	FBgn0000499	dsh	2019	I7	probe	FBgn0000499_cr2	FBgn0000499	dsh	15288
CTRL2	N1	sample	HD3206245	FBgn0039045	CG17119	2017	A10	probe	FBgn0039045_cr3	FBgn0039045	CG17119	15289
CTRL2	N2	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15290
CTRL2	N3	sample	HD3101225	FBgn0015618	Cdk8	1004	M1	probe	FBgn0015618_cr1	FBgn0015618	Cdk8	15291
CTRL2	N4	sample	HD3200268	FBgn0003124	polo	2001	N7	probe	FBgn0003124_cr4	FBgn0003124	polo	15292
CTRL2	N5	sample	HD3207840	FBgn0040393	CG14265	2021	K8	probe	FBgn0040393_cr1	FBgn0040393	CG14265	15293
CTRL2	N6	sample	HD3202331	FBgn0031266	CG2807	2007	E5	probe	FBgn0031266_cr2	FBgn0031266	CG2807	15294
CTRL2	N7	sample	HD3201149	FBgn0003205	Ras85D	2003	P18	probe	FBgn0003205_cr3	FBgn0003205	Ras85D	15295
CTRL2	N8	sample	HD3104158	FBgn0004509	Fur1	1011	F12	probe	FBgn0004509_cr10	FBgn0004509	Fur1	15296
CTRL2	N9	sample	HD3100340	FBgn0026056	Rlip	1001	J8	probe	FBgn0026056_cr4	FBgn0026056	Rlip	15297
CTRL2	N10	sample	HD3201328	FBgn0015509	Cul1	2004	M16	probe	FBgn0015509_cr2	FBgn0015509	Cul1	15298
CTRL2	N11	sample	HD3111882	FBgn0039710	dgt1	1031	N4	probe	FBgn0039710_cr5	FBgn0039710	dgt1	15299
CTRL2	N12	sample	HD3117615	FBgn0032006	Pvr	1046	H22	control_pvr	HD3117615_1	FBgn0032006	Pvr	15300
CTRL2	N13	sample	HD3117615	FBgn0032006	Pvr	1046	H22	control_pvr	HD3117615_1	FBgn0032006	Pvr	15301
CTRL2	N14	sample	HD3200936	FBgn0039044	p53	2003	K24	probe	FBgn0039044_cr4	FBgn0039044	p53	15302
CTRL2	N15	sample	HD3110130	FBgn0039479	CG14257	1027	I4	probe	FBgn0039479_cr5	FBgn0039479	CG14257	15303
CTRL2	N16	sample	HD3212299	FBgn0034692	CG13502	2033	A21	probe	HD3212299_1	FBgn0034692	CG13502	15304
CTRL2	N17	sample	HD3105266	FBgn0038974	CG5377	1014	N19	probe	FBgn0038974_cr1	FBgn0038974	CG5377	15305
CTRL2	N18	sample	HD3201201	FBgn0010382	CycE	2004	I1	probe	FBgn0010382_cr3	FBgn0010382	CycE	15306
CTRL2	N19	sample	HD3102930	FBgn0053110	CG33110	1008	J3	probe	FBgn0053110_cr1	FBgn0053110	CG33110	15307
CTRL2	N20	sample	HD3204744	FBgn0034970	yki	2013	G8	probe	FBgn0034970_cr4	FBgn0034970	yki	15308
CTRL2	N21	sample	HD3212120	FBgn0031098	CG17068	2032	D23	probe	HD3212120_1	FBgn0031098	CG17068	15309
CTRL2	N22	sample	HD3204718	FBgn0031710	Vps52	2013	C4	probe	FBgn0031710_cr1	FBgn0031710	CG7371	15310
CTRL2	N23	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15311
CTRL2	N24	sample	HD3101316	FBgn0000413	da	1004	K16	probe	FBgn0000413_cr1	FBgn0000413	NA	15312
CTRL2	O1	sample	HD3110976	FBgn0261793	Trf2	1029	F15	probe	FBgn0261793_cr8	FBgn0261793	Trf2	15313
CTRL2	O2	sample	HD3212626	FBgn0041184	Socs36E	2033	J4	probe	HD3212626_1	FBgn0041184	Socs36E	15314
CTRL2	O3	sample	HD3103420	FBgn0028484	Ack	1009	J24	probe	FBgn0028484_cr3	FBgn0028484	Ack	15315
CTRL2	O4	sample	HD3112432	FBgn0043903	dome	1033	G24	probe	FBgn0043903_cr3	FBgn0043903	dome	15316
CTRL2	O5	sample	HD3207442	FBgn0004638	drk	2020	I4	probe	FBgn0004638_cr1	FBgn0004638	drk	15317
CTRL2	O6	sample	HD3108361	FBgn0003209	raw	1022	B18	probe	FBgn0003209_cr3	FBgn0003209	raw	15318
CTRL2	O7	sample	HD3100334	FBgn0021796	Tor	1001	H20	probe	FBgn0021796_cr6	FBgn0021796	Tor	15319
CTRL2	O8	sample	HD3104495	FBgn0001085	fz	1012	N13	probe	FBgn0001085_cr1	FBgn0001085	fz	15320
CTRL2	O9	sample	HD3200013	FBgn0041111	lilli	2001	C1	probe	FBgn0041111_cr2	FBgn0041111	lilli	15321
CTRL2	O10	sample	HD3104656	FBgn0037808	Bruce	1013	G23	probe	FBgn0037808_cr28	FBgn0037808	NA	15322
CTRL2	O11	sample	HD3201394	FBgn0085432	pan	2004	J3	probe	FBgn0085432_cre2	FBgn0085432	pan	15323
CTRL2	O12	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15324
CTRL2	O13	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15325
CTRL2	O14	sample	HD3101201	FBgn0010382	CycE	1004	I1	probe	FBgn0010382_cr2	FBgn0010382	CycE	15326
CTRL2	O15	sample	HD3204621	FBgn0024846	p38b	2013	C1	probe	FBgn0024846_cr2	FBgn0024846	p38b	15327
CTRL2	O16	sample	HD3201792	FBgn0001218	Hsc70-3	2005	L7	probe	FBgn0001218_cr1	FBgn0001218	Hsc70-3	15328
CTRL2	O17	sample	HD3205266	FBgn0038974	CG5377	2014	N19	probe	FBgn0038974_cr1	FBgn0038974	CG5377	15329
CTRL2	O18	sample	HD3108682	FBgn0035791	CG8539	1023	H11	probe	FBgn0035791_cr1	FBgn0035791	CG8539	15330
CTRL2	O19	sample	HD3103244	FBgn0250843	Prosalpha6	1009	M8	probe	FBgn0250843_cr2	FBgn0250843	Prosalpha6	15331
CTRL2	O20	sample	HD3204895	FBgn0021818	cnk	2013	P21	probe	FBgn0021818_cr1	FBgn0021818	cnk	15332
CTRL2	O21	sample	HD3107840	FBgn0040393	CG14265	1021	K8	probe	FBgn0040393_cr1	FBgn0040393	CG14265	15333
CTRL2	O22	sample	HD3104541	FBgn0014366	noi	1012	F10	probe	FBgn0014366_cr1	FBgn0014366	noi	15334
CTRL2	O23	sample	HD3111195	FBgn0260794	ctrip	1030	I21	probe	FBgn0260794_cr1	FBgn0260794	ctrip	15335
CTRL2	O24	sample	HD3212373	FBgn0051495	CG31495	2033	O1	probe	HD3212373_1	FBgn0051495	CG31495	15336
CTRL2	P1	sample	HD3113162	FBgn0036870	CG14095	1035	A20	probe	FBgn0036870_cr1	FBgn0036870	CG14095	15337
CTRL2	P2	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15338
CTRL2	P3	sample	HD3104826	FBgn0033205	CG2064	1013	F3	probe	FBgn0033205_cr1	FBgn0033205	CG2064	15339
CTRL2	P4	sample	HD3100634	FBgn0004837	Su(H)	1002	J19	probe	FBgn0004837_cr1	FBgn0004837	Su(H)	15340
CTRL2	P5	sample	HD3102370	FBgn0035692	CG13298	1007	K11	probe	FBgn0035692_cr1	FBgn0035692	CG13298	15341
CTRL2	P6	sample	HD3206354	FBgn0037332	Hcs	2017	D11	probe	FBgn0015402_cr1	FBgn0015402	ksr	15342
CTRL2	P7	sample	HD3100592	FBgn0000212	brm	1002	D7	probe	FBgn0000212_cr3	FBgn0000212	brm	15343
CTRL2	P8	sample	HD3104718	FBgn0031710	Vps52	1013	C4	probe	FBgn0031710_cr6	FBgn0031710	CG7371	15344
CTRL2	P9	sample	HD3104696	FBgn0026060	Mipp2	1013	O7	probe	FBgn0029840_cr2	FBgn0029840	raptor	15345
CTRL2	P10	sample	HD3201287	FBgn0033081	geminin	2004	G6	probe	FBgn0033081_cr1	FBgn0033081	geminin	15346
CTRL2	P11	sample	HD3206111	FBgn0067628	CG33331	2016	L6	probe	FBgn0067628_cr1	FBgn0067628	CG33331	15347
CTRL2	P12	sample	HD3101480	FBgn0004390	RasGAP1	1004	H8	probe	FBgn0004390_cr5	FBgn0004390	RasGAP1	15348
CTRL2	P13	sample	HD3101414	FBgn0014020	Rho1	1004	L19	probe	FBgn0014020_cr2	FBgn0014020	Rho1	15349
CTRL2	P14	sample	HD3201068	FBgn0032006	Pvr	2003	B24	probe	FBgn0032006_cr8	FBgn0032006	Pvr	15350
CTRL2	P15	sample	HD3201414	FBgn0014020	Rho1	2004	L19	probe	FBgn0014020_cr4	FBgn0014020	Rho1	15351
CTRL2	P16	sample	HD3200340	FBgn0026056	Rlip	2001	J8	probe	FBgn0026056_cr3	FBgn0026056	Rlip	15352
CTRL2	P17	sample	HD3203244	FBgn0250843	Prosalpha6	2009	M8	probe	FBgn0250843_cr3	FBgn0250843	Prosalpha6	15353
CTRL2	P18	sample	HD3101394	FBgn0085432	pan	1004	J3	probe	FBgn0085432_cr1	FBgn0085432	pan	15354
CTRL2	P19	sample	HD3101882	FBgn0033529	CG17765	1005	J20	probe	FBgn0033529_cr5	FBgn0033529	CG17765	15355
CTRL2	P20	sample	HD3207492	FBgn0001942	eIF-4a	2020	B7	probe	FBgn0001942_cr2	FBgn0001942	eIF-4a	15356
CTRL2	P21	sample	HD3100976	FBgn0004177	mts	1003	D7	probe	FBgn0004177_cr1	FBgn0004177	mts	15357
CTRL2	P22	sample	HD3211306	FBgn0050022	CG30022	2030	M4	probe	FBgn0058100_cr2	FBgn0058100	CR40100	15358
CTRL2	P23	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15359
CTRL2	P24	sample	HD3209492	FBgn0261404	CG45781	2025	N23	probe	FBgn0261404_cr1	FBgn0261404	NA	15360
